"MF" "FM" "MT" "TM" "MS" "SM" "FT" "TF" "FS" "SF" "TS" "ST" "group"
"1" 2.38084001300123 2.84128533402872 2.66201386115331 1.10696415913329 2.19211613218512 2.28340563863614 0.0888352698313715 -0.0331986389137405 2.97061751746938 2.17129461740825 2.45025540097368 2.14989721644502 1
"2" 1.59116451834738 0.853495495340368 1.49761848626232 1.89938500510802 1.34679376908887 1.83554403926165 1.44564828218327 2.49868820428701 2.23580797708758 2.803241368015 3.25143551804625 2.46216435536321 1
"3" 1.54863579881669 1.03442648492219 2.28515569193666 1.19800818778016 1.50258816661279 0.745630618490303 2.68361834795929 1.15004344216646 2.3007481550993 1.50744956354268 1.54185866887361 2.15215451972816 1
"4" 1.50899481912419 1.0839634703862 2.62913649869208 2.42076480837498 0.929262339204765 1.20235839717714 1.28669307065735 2.24385675828499 0.313984768377138 -0.0962216265968519 0.817987664744353 1.76130186700868 1
"5" 1.65006376328167 2.14775984960266 2.20317981957644 1.56364993385325 1.88378068203359 0.984686691793005 2.34102263913918 1.33824507329521 2.12147843041627 2.56035864286264 2.6007622292247 1.94735649036295 1
"6" 2.43212584970499 1.56160772611275 0.220266716833159 1.74313547119336 2.04882973910166 1.46934191848718 -0.104849195498461 1.61998009808451 1.51052135656197 2.4685234824675 3.8521071137315 1.0404960534098 1
"7" 2.86102901069281 2.57637973631739 2.7639813885678 3.46386912197343 2.10431903745162 3.07163603250266 2.04120632385268 2.68802250812246 2.14741277649027 2.07683325829912 2.40560126161866 2.30113194967939 1
"8" 1.16844046840468 1.46731829922967 1.62825007460085 2.70993462395557 2.15847737663477 2.14927855678092 1.57581910225556 0.697290499983426 0.430298969352868 -0.703263602468681 2.56293389758691 2.39672930623217 1
"9" 2.10929842717533 2.06109680273003 0.997704275332142 1.45818236701769 2.44650180038131 0.75146947027282 1.041112372202 2.00189688979716 2.02072644230222 2.47783801581493 1.37914471923957 3.57821606325751 1
"10" 2.67193507264376 2.88309366744749 1.77394694381423 1.56828486805915 0.952976870850731 2.17209230940535 2.00060864203733 2.43664866561118 3.7305445885037 2.60691902292902 3.21446529460246 2.22845542522166 1
"11" 1.26076843496816 1.28153360152089 1.08710348389808 1.83761520059184 -0.349366201288838 1.40555173845363 1.7281917042315 0.971282797135383 1.59763660878174 2.415123509947 0.451922151746478 2.4644495411224 1
"12" 0.830865096461009 2.42843622536587 2.37704192072052 0.746781252364656 3.27364411595283 2.37446596587131 1.65080283755832 1.18618309529134 1.98431592902416 1.6851322746005 3.63286015620523 3.6365747747403 1
"13" 1.44991328488301 1.46378056519428 2.5155648735526 1.54578263275835 1.98804039353406 1.22397555137989 1.52928728346328 2.20108987704132 1.43365386781747 1.94788485490055 2.587489330137 0.828455630655098 1
"14" 1.3536761047814 0.913912495508091 2.61355280186807 1.64050604239117 1.21373343540937 2.13697430889396 1.09997000995638 2.18714856944516 1.16476207971101 2.87396838741414 2.80343937233014 2.7353272908113 1
"15" 0.483976183520419 1.11612511201246 3.48093830757754 2.29619441874656 0.556323674490357 1.70722308253508 2.90642341499785 1.78785413255615 1.32430462273637 0.651243306800624 3.36868684952274 3.41018847199255 1
"16" 1.06029557996127 0.799489229980644 1.13185338819512 1.4976844066242 2.19598382421335 1.86276314449188 1.63577267360934 1.55732925395941 2.16615302939683 2.15009425566878 2.89746564784796 2.15514542693345 1
"17" 0.186802633932107 1.01188431125104 1.68692649965095 1.81000928952153 0.345657677161045 0.314057887661982 1.57925943491911 1.61992485260064 1.17773698236011 -0.33141330860022 1.7577298928111 2.43086164397642 1
"18" 1.25561380252875 2.15058033165583 1.22050696630548 1.55617375662575 1.69384403900378 0.0641915870211665 2.19995975257142 2.52629186669173 1.17224119676585 0.779118817003297 4.90133564696912 3.4706151262383 1
"19" 2.24162166354364 1.42795618449827 1.44849585187887 1.25438824665153 2.09133498802633 1.29486965885413 1.42907465394891 1.28326710320766 3.03314285655175 3.30053173575654 1.39919022167451 3.66969279189854 1
"20" 2.26048765870405 1.81986637263169 2.79829852246299 0.854824903534304 0.29311565679658 0.866672350730465 0.983605583171723 1.1798522719198 2.06329580996826 1.76482173515956 1.26655982062574 0.132183992198915 1
"21" 2.08931562185629 1.43879929439302 2.10325395767796 2.47941753969813 1.86865090214209 1.35415672037647 1.5654872516293 2.03129511938963 1.68662229094911 1.37457466985928 1.48096102066861 2.10563583322879 1
"22" 1.30334603917645 1.85599360649233 1.59042272072788 3.33786273872961 2.61092082054763 2.18991134056447 1.40621054623525 2.68430799130928 1.06151958681258 0.160791065900112 4.04786488424923 3.33950616763115 1
"23" 0.72021701741575 1.37643075818186 0.856617571705944 1.77780162597695 1.83263883169955 0.780609094473319 0.0769724507535117 1.25022037730453 0.848731357019895 0.387105562572984 1.71791196216339 1.50626434384319 1
"24" 1.17657247288252 1.38870788264655 2.3472428910365 2.72280365686558 1.16479256311602 1.26616729272045 1.74432894180674 1.69445727933409 0.905360527513487 1.79045791241625 3.91044532974498 3.96317889047538 1
"25" 0.856995648324052 0.780129749559354 1.2436649572967 2.21808378141385 2.01285342156271 0.741984807566549 1.88331285380315 1.8348386198542 1.42096586350192 1.39818509873695 3.22173199633658 2.10972281818013 1
"26" 3.03405256565918 2.01458379392139 1.50086140552142 1.86559432305632 3.34627516594611 2.31217387362445 2.83328785736607 1.96169252388161 2.63283325599936 1.86463404765821 2.36003574179645 3.14094652882429 1
"27" 1.50260499760343 0.565911633766083 2.64481736781095 0.993537302301603 1.94108412228501 2.05395176255531 2.78396537251144 2.04341431313468 2.15651521811687 1.56250364607505 1.35495960021487 3.34087144072534 1
